pr_number,issue_number,commit_date,author,title,body,closer,files
7138,7138,2024-02-15T08:28:02Z,BestiaPL,Update pl.rs,,,src/lang/pl.rs
7137,7137,2024-02-15T08:15:15Z,nevaran,Added bg file,Bulgarian translation,nevaran,src/lang/bg
7136,7136,2024-02-15T07:51:51Z,bovirus,Update Italian language,"@rustdesk 

Please merge. Thanks.",,src/lang/it.rs
7134,7134,2024-02-15T04:50:26Z,solokot,Update ru.rs,,,src/lang/ru.rs
7133,7133,2024-02-15T02:24:54Z,21pages,"windows specific session, fix conn count",https://github.com/rustdesk/rustdesk/pull/6825#discussion_r1485824965,,"src/platform/windows.cc, src/server/connection.rs"
7131,7131,2024-02-14T16:25:50Z,xlionjuan,Update tw.rs,"455,541,550: Fix typo
540: delete space
Add translation",,src/lang/tw.rs
7128,7128,2024-02-14T09:28:12Z,grummbeer,Fix dead link to docs for own server setup,#7126,,flutter/lib/desktop/pages/connection_page.dart
7127,7127,2024-02-14T09:21:27Z,grummbeer,Fix dead link to docs for own server setup,,,flutter/lib/desktop/pages/connection_page.dart
7124,7124,2024-02-13T17:25:03Z,mehdi-song,Update fa.rs,,,src/lang/fa.rs
7122,7122,2024-02-13T14:01:52Z,grummbeer,Peers. Multiselect. Provide actions only if peers selected,"See comment https://github.com/rustdesk/rustdesk/issues/7116#issuecomment-1941563315

No selection, no action
![multiselect-action-1](https://github.com/rustdesk/rustdesk/assets/67791701/b3c57684-f86c-4f09-bddc-4685805187a5)

Selection, action available
![multiselect-action-2](https://github.com/rustdesk/rustdesk/assets/67791701/6ea2a2fc-4812-439a-abf6-6de7cddd44f5)

I can currently not build the apk, so i am not 100% aware of possible side effects for mobile. Please take a look to verify that there are none.
",grummbeer,flutter/lib/common/widgets/peer_tab_page.dart
7121,7121,2024-02-13T13:03:40Z,21pages,fix multiselect does not reset on address book and groups,"https://github.com/rustdesk/rustdesk/issues/7116
current:

https://github.com/rustdesk/rustdesk/assets/14891774/4362f18c-4d75-4052-8293-3c9b7ab59627

new:

https://github.com/rustdesk/rustdesk/assets/14891774/abbe521e-4e1f-4304-97df-58640b927bfd

",grummbeer,flutter/lib/common/widgets/peer_tab_page.dart
7110,7110,2024-02-12T11:27:51Z,21pages,"update pubspec.lock, remove some deprecated","https://github.com/rustdesk/rustdesk/pull/7099#issuecomment-1937000704
1. fix some warnings and some deprecated (not all) reported by `flutter analyze`
2. pubspec.lock changes from flutter 3.16.9
3. pubspec.lock changes from `flutter pub upgrade`",,"flutter/lib/common.dart, flutter/lib/common/widgets/autocomplete.dart, flutter/lib/common/widgets/overlay.dart, flutter/lib/common/widgets/peer_card.dart, flutter/lib/common/widgets/peer_tab_page.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/desktop/pages/server_page.dart, flutter/lib/main.dart, flutter/lib/mobile/pages/connection_page.dart, flutter/lib/mobile/pages/file_manager_page.dart, flutter/lib/mobile/pages/home_page.dart, flutter/lib/mobile/pages/server_page.dart, flutter/lib/mobile/pages/settings_page.dart, flutter/lib/mobile/widgets/gesture_help.dart, flutter/lib/models/web_model.dart, flutter/lib/utils/multi_window_manager.dart, flutter/pubspec.lock"
7099,7099,2024-02-10T08:55:08Z,21pages,upgrade flutter to 3.16.9,"1. Tested on win10, win11, macos, ubuntu22, android
2. Reasons for some code changes:
*  flutter 3.16 uses Material3 by default, set false to keep the ui unchanged
*  Resulotion menu  cannot pass the context because it is already unmounted when clicked with flutter 3.16.9
* CMakeLists.txt is auto updated
* pubspec.lock have not been updated
3. Found some issues unrelated to flutter 3.16.9
* Crash when connected as server side on fedora 38, `Cannot drop a runtime in a context where blocking is not allowed. This happens when a runtime is dropped from within an asynchronous context.`
",rustdesk,".github/workflows/bridge.yml, .github/workflows/flutter-build.yml, .github/workflows/history.yml, build.py, flutter/lib/common.dart, flutter/lib/desktop/widgets/remote_toolbar.dart, flutter/windows/flutter/CMakeLists.txt"
7095,7095,2024-02-09T14:01:18Z,HorlogeSkynet,Fixes typo for dark theme in French i18n,,,src/lang/fr.rs
7093,7093,2024-02-09T08:50:44Z,21pages,fix startup crash on windows without adapter,"https://github.com/rustdesk/rustdesk/commit/89150317e14500170f30570c873b7efa8cb826ad#commitcomment-138433781

",,"flutter/pubspec.lock, flutter/pubspec.yaml, libs/scrap/src/common/gpucodec.rs"
7087,7087,2024-02-08T09:57:34Z,ronsom1090,Chaos1,,,src/lang/de.rs
7068,7068,2024-02-06T06:34:50Z,fufesou,Refact. Disable idd driver,,fufesou,"build.py, flutter/lib/desktop/pages/install_page.dart, flutter/lib/desktop/widgets/remote_toolbar.dart, src/core_main.rs, src/lang/ar.rs, src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/el.rs, src/lang/en.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/et.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs, src/lang/lt.rs, src/lang/lv.rs, src/lang/nb.rs, src/lang/nl.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs"
7053,7053,2024-02-05T01:13:48Z,flusheDData,New terms,,,src/lang/es.rs
7047,7047,2024-02-03T09:04:36Z,xlionjuan,Update tw.rs,Add new translation.,rustdesk,src/lang/tw.rs
7040,7040,2024-02-02T16:07:57Z,fufesou,"Refact, remove avoidable clone",,,src/server/connection.rs
7028,7028,2024-02-01T01:05:59Z,schwartz2000,Digi-desk1,,schwartz2000,".github/workflows/flutter-build-Short.yml, .github/workflows/flutter-nightly-Short.yml, .github/workflows/flutter-nightly.yml, README.md, digi-cron.cer, digi-cron.pfx, flutter/assets/icon.ico, flutter/assets/logo.svg, flutter/assets/tray-icon.ico, flutter/windows/CMakeLists.txt, flutter/windows/runner/Runner.rc, flutter/windows/runner/main.cpp, flutter/windows/runner/resources/app_icon.ico, res/128x128.png, res/128x128@2x.png, res/32x32.png, res/64x64.png, res/icon.ico, res/icon.png, res/logo-header.svg, res/mac-icon.png, res/mac-tray-dark-x2.png, res/mac-tray-light-x2.png, res/tray-icon.ico"
7021,7021,2024-01-31T12:11:48Z,BestiaPL,Updated Polish translation,Updated Polish translation.,,src/lang/pl.rs
6999,6999,2024-01-28T14:38:28Z,mehdi-song,Update fa.rs,,,src/lang/fa.rs
6980,6980,2024-01-24T16:44:15Z,sahilyeole,Fix: Mac retina display video blur,"Fixes: #5246 
Working: https://github.com/rustdesk/rustdesk/issues/5246#issuecomment-1907200031

`BackingScaleFactor` is 2.0 if it is a retina display. [Doc](https://developer.apple.com/documentation/appkit/nswindow/1419459-backingscalefactor)

# This merge has been reverted because causing more severe bug",21pages,"libs/scrap/src/quartz/display.rs, libs/scrap/src/quartz/ffi.rs"
6979,6979,2024-01-24T16:37:18Z,FastAct,Update nl.rs,,,src/lang/nl.rs
6973,6973,2024-01-23T12:07:40Z,bovirus,Update Italian language,"@rustdesk 

Please merge,. Thanks.",,src/lang/it.rs
6972,6972,2024-01-23T09:45:25Z,OOOrderrr,Update config.rs,,,libs/hbb_common/src/config.rs
6969,6969,2024-01-23T08:50:29Z,jxdv,update cs.rs,,,src/lang/cs.rs
6967,6967,2024-01-23T08:46:50Z,jxdv,update sk.rs,,,src/lang/sk.rs
6963,6963,2024-01-23T07:33:47Z,eltociear,Add Japanese Documents,I created Japanese translated documents.,rustdesk,"docs/CODE_OF_CONDUCT-JP.md, docs/CONTRIBUTING-JP.md, docs/DEVCONTAINER-JP.md, docs/SECURITY-JP.md"
6962,6962,2024-01-23T07:28:50Z,fufesou,"Fix. sciter, switch display. Unsubscribe unused display services after switching","Use `capture_displays` to sync current display index for sciter version.
So the remote side can unsubscribe unused display services.


 ## Bug

https://github.com/rustdesk/rustdesk/assets/13586388/ac9685fd-eaa3-4dd6-8a32-2f800b6936ee

## Fixed


https://github.com/rustdesk/rustdesk/assets/13586388/3071c9ec-c932-486e-b3f3-07e35cced596

",,src/ui_session_interface.rs
6958,6958,2024-01-22T15:29:57Z,Torlex,config.rs,,,libs/hbb_common/src/config.rs
6956,6956,2024-01-22T11:39:56Z,21pages,fix port forward 2fa,"
https://github.com/rustdesk/rustdesk/assets/14891774/eb355f28-5108-47be-a89c-d4b5bd4eaf4d

",,"src/port_forward.rs, src/server/connection.rs"
6955,6955,2024-01-22T10:44:24Z,Mr-Update,Update de.rs,,,src/lang/de.rs
6952,6952,2024-01-22T08:35:42Z,21pages,fix last commit,,,"src/ui.rs, src/ui/index.tis"
6951,6951,2024-01-22T08:25:22Z,21pages,sciter 2fa setting,"not add qr code text line as it's not selectable, and selectable input will steal the focus.

https://github.com/rustdesk/rustdesk/assets/14891774/abcbed7d-0855-4df6-819f-fd6f1ad0947a

",,"Cargo.lock, Cargo.toml, src/flutter_ffi.rs, src/ui.rs, src/ui/index.tis, src/ui_interface.rs"
6946,6946,2024-01-22T05:42:09Z,fufesou,"Fix. Connection, 2FA dialog, Esc & Enter","1. Fix. Connection, 2FA dialog, support 'Esc' and 'Enter' key actions.
2. Remove `2fa_tip` which is proverbial.
",,"flutter/lib/common/widgets/dialog.dart, src/lang/ar.rs, src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/el.rs, src/lang/en.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/et.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs, src/lang/lt.rs, src/lang/lv.rs, src/lang/nb.rs, src/lang/nl.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs, src/lang/ro.rs, src/lang/ru.rs, src/lang/sk.rs"
6945,6945,2024-01-21T20:52:10Z,Zaid-maker,chore(lang): Add Urdu Language,"It's pretty long put it on Draft :)

That's my Native Language",rustdesk,src/lang/ur.rs
6944,6944,2024-01-21T20:12:09Z,codesmith-emmy,Update README.md,,,README.md
6943,6943,2024-01-21T16:14:32Z,fufesou,"Refact, verification login with secret","

https://github.com/rustdesk/rustdesk/assets/13586388/b6762186-1262-4bc1-b09e-90a4f53fd481


https://github.com/rustdesk/rustdesk/assets/13586388/08dcba71-bf5a-43bd-9bde-1686ff059212

",,"flutter/lib/common/hbbs/hbbs.dart, flutter/lib/common/widgets/login.dart, src/hbbs_http/account.rs, src/ui/index.tis"
6942,6942,2024-01-21T13:48:48Z,21pages,opt 2fa,"1. switch sides not check 2fa
2. let self.authorized=true ahead of return, call try_start_cm when 2fa confirmed for updating authorized state
3. flutter 2fa dialog button color

port forward check will be later on",,"flutter/lib/common/widgets/dialog.dart, src/server/connection.rs"
6939,6939,2024-01-21T11:33:19Z,21pages,video handler holds only one decoder of the current codec format,"1. For example: when receiving h264 video frames, only one h264 decoder is created, priority: vram > ram
2. For creation and decoding failed:

  * Remove real_supported_decodings, this will update real existing decoders, replace it with the `mark_unsupported` vector. After creating the decoder failure, marks the codec as unsupported and updates supported decoding to the controlled side
  *  Add `fail_counter` in the decoder. When decoding 10 consecutive frames failed, adding codec type to `mark_unsupported` vector
  *  The controlled end always ignores the unavailability of VP9

test:
* 1.2.4 control 1.1.9~1.2.4
* In this test video, the default codec  is AV1, let AV1 and H264 fail to be created, and let H265 fail to decode after 100 frames.

https://github.com/rustdesk/rustdesk/assets/14891774/4f033b03-33b0-4c19-b340-731b1842900d

",rustdesk,"libs/scrap/examples/benchmark.rs, libs/scrap/src/common/codec.rs, libs/scrap/src/common/gpucodec.rs, libs/scrap/src/common/hwcodec.rs, libs/scrap/src/common/mediacodec.rs, libs/scrap/src/common/mod.rs, src/client.rs, src/ui_interface.rs, src/ui_session_interface.rs"
6935,6935,2024-01-20T19:31:31Z,Integral-Tech,Update cn.rs,,,src/lang/cn.rs
6934,6934,2024-01-20T16:13:29Z,fufesou,"Refact. Verification code, keyboardType","Set `TextInputType.number` as the `TextInputType` for `Dialog2FaField`.
Set `TextInputType.visiblePassword` as the `TextInputType` for `DialogEmailCodeField`.",,flutter/lib/common/widgets/dialog.dart
6932,6932,2024-01-20T14:22:53Z,FastAct,Update nl.rs,,,src/lang/nl.rs
6931,6931,2024-01-20T13:45:26Z,Kleofass,Update lv.rs,,,src/lang/lv.rs
6929,6929,2024-01-20T10:25:36Z,BestiaPL,Updated Polish translation,,,
6928,6928,2024-01-20T09:19:46Z,rustdesk,"Revert ""disable ffmpeg ram codec temporarily""",Reverts rustdesk/rustdesk#6927,,"Cargo.lock, libs/scrap/src/common/codec.rs, libs/scrap/src/common/hwcodec.rs"
6927,6927,2024-01-20T09:13:55Z,21pages,disable ffmpeg ram codec temporarily,"On my desktop computer, i5 12400, gtx 1650, the old ffmpeg hardware codec can freeze the cpu when closing the remote page, temporarily disabling it. New hardware codecs are available for Windows platforms and I will be testing it on Linux on the same computer soon.",,"Cargo.lock, libs/scrap/src/common/codec.rs, libs/scrap/src/common/hwcodec.rs"
6926,6926,2024-01-20T08:59:56Z,solokot,Update ru.rs,,,src/lang/ru.rs
6925,6925,2024-01-20T08:01:11Z,fufesou,Fix. Avoid invalid verification code attempts.,"
https://github.com/rustdesk/rustdesk/assets/13586388/96ed71a2-d686-4fc1-9e63-516dbd9bc367

",,flutter/lib/common/widgets/dialog.dart
6924,6924,2024-01-20T07:07:54Z,fufesou,Refact/verification code input check,"1. Refactor, unify 2FA verification code input.
2. Fix adding listener for `TextEditingController` multiple times.

![image](https://github.com/rustdesk/rustdesk/assets/13586388/011b6e43-8de5-4dd7-806b-af904e40e2e6)


## Preview

### login, email verification code

https://github.com/rustdesk/rustdesk/assets/13586388/8c720487-694f-4f70-ab8b-02a485a0689f

### login, 2FA code

https://github.com/rustdesk/rustdesk/assets/13586388/23cfc3b7-6a9b-4807-8934-614287349934

### connection, 2FA code

https://github.com/rustdesk/rustdesk/assets/13586388/37251f80-bfc4-4092-af3b-8e9b9b90ac75

",,"flutter/lib/common/widgets/dialog.dart, flutter/lib/common/widgets/login.dart, src/lang/ar.rs, src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/el.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/et.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs, src/lang/lt.rs, src/lang/lv.rs, src/lang/nb.rs, src/lang/nl.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs, src/lang/ro.rs, src/lang/ru.rs, src/lang/sk.rs"
